Date,Year,Quaer,MonthNumber,MonthName,Week,Day,DayName
06-10-2024,2024,Q4,10,October,40,6,Sunday
07-10-2024,2024,Q4,10,October,41,7,Monday
08-10-2024,2024,Q4,10,October,41,8,Tuesday
09-10-2024,2024,Q4,10,October,41,9,Wednesday
10-10-2024,2024,Q4,10,October,41,10,Thursday
11-10-2024,2024,Q4,10,October,41,11,Friday
12-10-2024,2024,Q4,10,October,41,12,Saturday
13-10-2024,2024,Q4,10,October,41,13,Sunday
14-10-2024,2024,Q4,10,October,42,14,Monday
15-10-2024,2024,Q4,10,October,42,15,Tuesday
16-10-2024,2024,Q4,10,October,42,16,Wednesday
17-10-2024,2024,Q4,10,October,42,17,Thursday
18-10-2024,2024,Q4,10,October,42,18,Friday
19-10-2024,2024,Q4,10,October,42,19,Saturday
20-10-2024,2024,Q4,10,October,42,20,Sunday
21-10-2024,2024,Q4,10,October,43,21,Monday
22-10-2024,2024,Q4,10,October,43,22,Tuesday
23-10-2024,2024,Q4,10,October,43,23,Wednesday
24-10-2024,2024,Q4,10,October,43,24,Thursday
25-10-2024,2024,Q4,10,October,43,25,Friday
26-10-2024,2024,Q4,10,October,43,26,Saturday
27-10-2024,2024,Q4,10,October,43,27,Sunday
28-10-2024,2024,Q4,10,October,44,28,Monday
29-10-2024,2024,Q4,10,October,44,29,Tuesday
30-10-2024,2024,Q4,10,October,44,30,Wednesday
31-10-2024,2024,Q4,10,October,44,31,Thursday
01-11-2024,2024,Q4,11,November,44,1,Friday
02-11-2024,2024,Q4,11,November,44,2,Saturday
03-11-2024,2024,Q4,11,November,44,3,Sunday
04-11-2024,2024,Q4,11,November,45,4,Monday
05-11-2024,2024,Q4,11,November,45,5,Tuesday
06-11-2024,2024,Q4,11,November,45,6,Wednesday
07-11-2024,2024,Q4,11,November,45,7,Thursday
08-11-2024,2024,Q4,11,November,45,8,Friday
09-11-2024,2024,Q4,11,November,45,9,Saturday
10-11-2024,2024,Q4,11,November,45,10,Sunday
11-11-2024,2024,Q4,11,November,46,11,Monday
12-11-2024,2024,Q4,11,November,46,12,Tuesday
13-11-2024,2024,Q4,11,November,46,13,Wednesday
14-11-2024,2024,Q4,11,November,46,14,Thursday
15-11-2024,2024,Q4,11,November,46,15,Friday
16-11-2024,2024,Q4,11,November,46,16,Saturday
17-11-2024,2024,Q4,11,November,46,17,Sunday
18-11-2024,2024,Q4,11,November,47,18,Monday
19-11-2024,2024,Q4,11,November,47,19,Tuesday
20-11-2024,2024,Q4,11,November,47,20,Wednesday
21-11-2024,2024,Q4,11,November,47,21,Thursday
22-11-2024,2024,Q4,11,November,47,22,Friday
23-11-2024,2024,Q4,11,November,47,23,Saturday
24-11-2024,2024,Q4,11,November,47,24,Sunday
25-11-2024,2024,Q4,11,November,48,25,Monday
26-11-2024,2024,Q4,11,November,48,26,Tuesday
27-11-2024,2024,Q4,11,November,48,27,Wednesday
28-11-2024,2024,Q4,11,November,48,28,Thursday
29-11-2024,2024,Q4,11,November,48,29,Friday
30-11-2024,2024,Q4,11,November,48,30,Saturday
01-12-2024,2024,Q4,12,December,48,1,Sunday
02-12-2024,2024,Q4,12,December,49,2,Monday
03-12-2024,2024,Q4,12,December,49,3,Tuesday
04-12-2024,2024,Q4,12,December,49,4,Wednesday
05-12-2024,2024,Q4,12,December,49,5,Thursday
06-12-2024,2024,Q4,12,December,49,6,Friday
07-12-2024,2024,Q4,12,December,49,7,Saturday
08-12-2024,2024,Q4,12,December,49,8,Sunday
09-12-2024,2024,Q4,12,December,50,9,Monday
10-12-2024,2024,Q4,12,December,50,10,Tuesday
11-12-2024,2024,Q4,12,December,50,11,Wednesday
12-12-2024,2024,Q4,12,December,50,12,Thursday
13-12-2024,2024,Q4,12,December,50,13,Friday
14-12-2024,2024,Q4,12,December,50,14,Saturday
15-12-2024,2024,Q4,12,December,50,15,Sunday
16-12-2024,2024,Q4,12,December,51,16,Monday
17-12-2024,2024,Q4,12,December,51,17,Tuesday
18-12-2024,2024,Q4,12,December,51,18,Wednesday
19-12-2024,2024,Q4,12,December,51,19,Thursday
20-12-2024,2024,Q4,12,December,51,20,Friday
21-12-2024,2024,Q4,12,December,51,21,Saturday
22-12-2024,2024,Q4,12,December,51,22,Sunday
23-12-2024,2024,Q4,12,December,52,23,Monday
24-12-2024,2024,Q4,12,December,52,24,Tuesday
25-12-2024,2024,Q4,12,December,52,25,Wednesday
26-12-2024,2024,Q4,12,December,52,26,Thursday
27-12-2024,2024,Q4,12,December,52,27,Friday
28-12-2024,2024,Q4,12,December,52,28,Saturday
29-12-2024,2024,Q4,12,December,52,29,Sunday
30-12-2024,2024,Q4,12,December,53,30,Monday
31-12-2024,2024,Q4,12,December,53,31,Tuesday
01-01-2025,2025,Q1,1,January,1,1,Wednesday
02-01-2025,2025,Q1,1,January,1,2,Thursday
03-01-2025,2025,Q1,1,January,1,3,Friday
04-01-2025,2025,Q1,1,January,1,4,Saturday
05-01-2025,2025,Q1,1,January,1,5,Sunday
06-01-2025,2025,Q1,1,January,2,6,Monday
07-01-2025,2025,Q1,1,January,2,7,Tuesday
08-01-2025,2025,Q1,1,January,2,8,Wednesday
09-01-2025,2025,Q1,1,January,2,9,Thursday
10-01-2025,2025,Q1,1,January,2,10,Friday
11-01-2025,2025,Q1,1,January,2,11,Saturday
12-01-2025,2025,Q1,1,January,2,12,Sunday
13-01-2025,2025,Q1,1,January,3,13,Monday
14-01-2025,2025,Q1,1,January,3,14,Tuesday
15-01-2025,2025,Q1,1,January,3,15,Wednesday
16-01-2025,2025,Q1,1,January,3,16,Thursday
17-01-2025,2025,Q1,1,January,3,17,Friday
18-01-2025,2025,Q1,1,January,3,18,Saturday
19-01-2025,2025,Q1,1,January,3,19,Sunday
20-01-2025,2025,Q1,1,January,4,20,Monday
21-01-2025,2025,Q1,1,January,4,21,Tuesday
22-01-2025,2025,Q1,1,January,4,22,Wednesday
23-01-2025,2025,Q1,1,January,4,23,Thursday
24-01-2025,2025,Q1,1,January,4,24,Friday
25-01-2025,2025,Q1,1,January,4,25,Saturday
26-01-2025,2025,Q1,1,January,4,26,Sunday
27-01-2025,2025,Q1,1,January,5,27,Monday
28-01-2025,2025,Q1,1,January,5,28,Tuesday
29-01-2025,2025,Q1,1,January,5,29,Wednesday
30-01-2025,2025,Q1,1,January,5,30,Thursday
31-01-2025,2025,Q1,1,January,5,31,Friday
01-02-2025,2025,Q1,2,February,5,1,Saturday
02-02-2025,2025,Q1,2,February,5,2,Sunday
03-02-2025,2025,Q1,2,February,6,3,Monday
04-02-2025,2025,Q1,2,February,6,4,Tuesday
05-02-2025,2025,Q1,2,February,6,5,Wednesday
06-02-2025,2025,Q1,2,February,6,6,Thursday
07-02-2025,2025,Q1,2,February,6,7,Friday
08-02-2025,2025,Q1,2,February,6,8,Saturday
09-02-2025,2025,Q1,2,February,6,9,Sunday
10-02-2025,2025,Q1,2,February,7,10,Monday
11-02-2025,2025,Q1,2,February,7,11,Tuesday
12-02-2025,2025,Q1,2,February,7,12,Wednesday
13-02-2025,2025,Q1,2,February,7,13,Thursday
14-02-2025,2025,Q1,2,February,7,14,Friday
15-02-2025,2025,Q1,2,February,7,15,Saturday
16-02-2025,2025,Q1,2,February,7,16,Sunday
17-02-2025,2025,Q1,2,February,8,17,Monday
18-02-2025,2025,Q1,2,February,8,18,Tuesday
19-02-2025,2025,Q1,2,February,8,19,Wednesday
20-02-2025,2025,Q1,2,February,8,20,Thursday
21-02-2025,2025,Q1,2,February,8,21,Friday
22-02-2025,2025,Q1,2,February,8,22,Saturday
23-02-2025,2025,Q1,2,February,8,23,Sunday
24-02-2025,2025,Q1,2,February,9,24,Monday
25-02-2025,2025,Q1,2,February,9,25,Tuesday
26-02-2025,2025,Q1,2,February,9,26,Wednesday
27-02-2025,2025,Q1,2,February,9,27,Thursday
28-02-2025,2025,Q1,2,February,9,28,Friday
01-03-2025,2025,Q1,3,March,9,1,Saturday
02-03-2025,2025,Q1,3,March,9,2,Sunday
03-03-2025,2025,Q1,3,March,10,3,Monday
04-03-2025,2025,Q1,3,March,10,4,Tuesday
05-03-2025,2025,Q1,3,March,10,5,Wednesday
06-03-2025,2025,Q1,3,March,10,6,Thursday
07-03-2025,2025,Q1,3,March,10,7,Friday
08-03-2025,2025,Q1,3,March,10,8,Saturday
09-03-2025,2025,Q1,3,March,10,9,Sunday
10-03-2025,2025,Q1,3,March,11,10,Monday
11-03-2025,2025,Q1,3,March,11,11,Tuesday
12-03-2025,2025,Q1,3,March,11,12,Wednesday
13-03-2025,2025,Q1,3,March,11,13,Thursday
14-03-2025,2025,Q1,3,March,11,14,Friday
15-03-2025,2025,Q1,3,March,11,15,Saturday
16-03-2025,2025,Q1,3,March,11,16,Sunday
17-03-2025,2025,Q1,3,March,12,17,Monday
18-03-2025,2025,Q1,3,March,12,18,Tuesday
19-03-2025,2025,Q1,3,March,12,19,Wednesday
20-03-2025,2025,Q1,3,March,12,20,Thursday
21-03-2025,2025,Q1,3,March,12,21,Friday
22-03-2025,2025,Q1,3,March,12,22,Saturday
23-03-2025,2025,Q1,3,March,12,23,Sunday
24-03-2025,2025,Q1,3,March,13,24,Monday
25-03-2025,2025,Q1,3,March,13,25,Tuesday
26-03-2025,2025,Q1,3,March,13,26,Wednesday
27-03-2025,2025,Q1,3,March,13,27,Thursday
28-03-2025,2025,Q1,3,March,13,28,Friday
29-03-2025,2025,Q1,3,March,13,29,Saturday
30-03-2025,2025,Q1,3,March,13,30,Sunday
31-03-2025,2025,Q1,3,March,14,31,Monday
01-04-2025,2025,Q2,4,April,14,1,Tuesday
02-04-2025,2025,Q2,4,April,14,2,Wednesday
03-04-2025,2025,Q2,4,April,14,3,Thursday
04-04-2025,2025,Q2,4,April,14,4,Friday
05-04-2025,2025,Q2,4,April,14,5,Saturday
06-04-2025,2025,Q2,4,April,14,6,Sunday
07-04-2025,2025,Q2,4,April,15,7,Monday
08-04-2025,2025,Q2,4,April,15,8,Tuesday
09-04-2025,2025,Q2,4,April,15,9,Wednesday
10-04-2025,2025,Q2,4,April,15,10,Thursday
11-04-2025,2025,Q2,4,April,15,11,Friday
12-04-2025,2025,Q2,4,April,15,12,Saturday
13-04-2025,2025,Q2,4,April,15,13,Sunday
14-04-2025,2025,Q2,4,April,16,14,Monday
15-04-2025,2025,Q2,4,April,16,15,Tuesday
16-04-2025,2025,Q2,4,April,16,16,Wednesday
17-04-2025,2025,Q2,4,April,16,17,Thursday
18-04-2025,2025,Q2,4,April,16,18,Friday
19-04-2025,2025,Q2,4,April,16,19,Saturday
20-04-2025,2025,Q2,4,April,16,20,Sunday
21-04-2025,2025,Q2,4,April,17,21,Monday
22-04-2025,2025,Q2,4,April,17,22,Tuesday
23-04-2025,2025,Q2,4,April,17,23,Wednesday
24-04-2025,2025,Q2,4,April,17,24,Thursday
25-04-2025,2025,Q2,4,April,17,25,Friday
26-04-2025,2025,Q2,4,April,17,26,Saturday
27-04-2025,2025,Q2,4,April,17,27,Sunday
28-04-2025,2025,Q2,4,April,18,28,Monday
29-04-2025,2025,Q2,4,April,18,29,Tuesday
30-04-2025,2025,Q2,4,April,18,30,Wednesday
01-05-2025,2025,Q2,5,May,18,1,Thursday
02-05-2025,2025,Q2,5,May,18,2,Friday
03-05-2025,2025,Q2,5,May,18,3,Saturday
04-05-2025,2025,Q2,5,May,18,4,Sunday
05-05-2025,2025,Q2,5,May,19,5,Monday
06-05-2025,2025,Q2,5,May,19,6,Tuesday
07-05-2025,2025,Q2,5,May,19,7,Wednesday
08-05-2025,2025,Q2,5,May,19,8,Thursday
09-05-2025,2025,Q2,5,May,19,9,Friday
10-05-2025,2025,Q2,5,May,19,10,Saturday
11-05-2025,2025,Q2,5,May,19,11,Sunday
12-05-2025,2025,Q2,5,May,20,12,Monday
13-05-2025,2025,Q2,5,May,20,13,Tuesday
14-05-2025,2025,Q2,5,May,20,14,Wednesday
15-05-2025,2025,Q2,5,May,20,15,Thursday
16-05-2025,2025,Q2,5,May,20,16,Friday
17-05-2025,2025,Q2,5,May,20,17,Saturday
18-05-2025,2025,Q2,5,May,20,18,Sunday
19-05-2025,2025,Q2,5,May,21,19,Monday
20-05-2025,2025,Q2,5,May,21,20,Tuesday
21-05-2025,2025,Q2,5,May,21,21,Wednesday
22-05-2025,2025,Q2,5,May,21,22,Thursday
23-05-2025,2025,Q2,5,May,21,23,Friday
24-05-2025,2025,Q2,5,May,21,24,Saturday
25-05-2025,2025,Q2,5,May,21,25,Sunday
26-05-2025,2025,Q2,5,May,22,26,Monday
27-05-2025,2025,Q2,5,May,22,27,Tuesday
28-05-2025,2025,Q2,5,May,22,28,Wednesday
29-05-2025,2025,Q2,5,May,22,29,Thursday
30-05-2025,2025,Q2,5,May,22,30,Friday
31-05-2025,2025,Q2,5,May,22,31,Saturday
01-06-2025,2025,Q2,6,June,22,1,Sunday
02-06-2025,2025,Q2,6,June,23,2,Monday
03-06-2025,2025,Q2,6,June,23,3,Tuesday
04-06-2025,2025,Q2,6,June,23,4,Wednesday
05-06-2025,2025,Q2,6,June,23,5,Thursday
06-06-2025,2025,Q2,6,June,23,6,Friday
07-06-2025,2025,Q2,6,June,23,7,Saturday
08-06-2025,2025,Q2,6,June,23,8,Sunday
09-06-2025,2025,Q2,6,June,24,9,Monday
10-06-2025,2025,Q2,6,June,24,10,Tuesday
11-06-2025,2025,Q2,6,June,24,11,Wednesday
12-06-2025,2025,Q2,6,June,24,12,Thursday
13-06-2025,2025,Q2,6,June,24,13,Friday
14-06-2025,2025,Q2,6,June,24,14,Saturday
15-06-2025,2025,Q2,6,June,24,15,Sunday
16-06-2025,2025,Q2,6,June,25,16,Monday
17-06-2025,2025,Q2,6,June,25,17,Tuesday
18-06-2025,2025,Q2,6,June,25,18,Wednesday
19-06-2025,2025,Q2,6,June,25,19,Thursday
20-06-2025,2025,Q2,6,June,25,20,Friday
21-06-2025,2025,Q2,6,June,25,21,Saturday
22-06-2025,2025,Q2,6,June,25,22,Sunday
23-06-2025,2025,Q2,6,June,26,23,Monday
24-06-2025,2025,Q2,6,June,26,24,Tuesday
25-06-2025,2025,Q2,6,June,26,25,Wednesday
26-06-2025,2025,Q2,6,June,26,26,Thursday
27-06-2025,2025,Q2,6,June,26,27,Friday
28-06-2025,2025,Q2,6,June,26,28,Saturday
29-06-2025,2025,Q2,6,June,26,29,Sunday
30-06-2025,2025,Q2,6,June,27,30,Monday
01-07-2025,2025,Q3,7,July,27,1,Tuesday
02-07-2025,2025,Q3,7,July,27,2,Wednesday
03-07-2025,2025,Q3,7,July,27,3,Thursday
04-07-2025,2025,Q3,7,July,27,4,Friday
05-07-2025,2025,Q3,7,July,27,5,Saturday
06-07-2025,2025,Q3,7,July,27,6,Sunday
07-07-2025,2025,Q3,7,July,28,7,Monday
08-07-2025,2025,Q3,7,July,28,8,Tuesday
09-07-2025,2025,Q3,7,July,28,9,Wednesday
10-07-2025,2025,Q3,7,July,28,10,Thursday
11-07-2025,2025,Q3,7,July,28,11,Friday
12-07-2025,2025,Q3,7,July,28,12,Saturday
13-07-2025,2025,Q3,7,July,28,13,Sunday
14-07-2025,2025,Q3,7,July,29,14,Monday
15-07-2025,2025,Q3,7,July,29,15,Tuesday
16-07-2025,2025,Q3,7,July,29,16,Wednesday
17-07-2025,2025,Q3,7,July,29,17,Thursday
18-07-2025,2025,Q3,7,July,29,18,Friday
19-07-2025,2025,Q3,7,July,29,19,Saturday
20-07-2025,2025,Q3,7,July,29,20,Sunday
21-07-2025,2025,Q3,7,July,30,21,Monday
22-07-2025,2025,Q3,7,July,30,22,Tuesday
23-07-2025,2025,Q3,7,July,30,23,Wednesday
24-07-2025,2025,Q3,7,July,30,24,Thursday
25-07-2025,2025,Q3,7,July,30,25,Friday
26-07-2025,2025,Q3,7,July,30,26,Saturday
27-07-2025,2025,Q3,7,July,30,27,Sunday
28-07-2025,2025,Q3,7,July,31,28,Monday
29-07-2025,2025,Q3,7,July,31,29,Tuesday
30-07-2025,2025,Q3,7,July,31,30,Wednesday
31-07-2025,2025,Q3,7,July,31,31,Thursday
01-08-2025,2025,Q3,8,August,31,1,Friday
02-08-2025,2025,Q3,8,August,31,2,Saturday
03-08-2025,2025,Q3,8,August,31,3,Sunday
04-08-2025,2025,Q3,8,August,32,4,Monday
05-08-2025,2025,Q3,8,August,32,5,Tuesday
06-08-2025,2025,Q3,8,August,32,6,Wednesday
07-08-2025,2025,Q3,8,August,32,7,Thursday
08-08-2025,2025,Q3,8,August,32,8,Friday
09-08-2025,2025,Q3,8,August,32,9,Saturday
10-08-2025,2025,Q3,8,August,32,10,Sunday
11-08-2025,2025,Q3,8,August,33,11,Monday
12-08-2025,2025,Q3,8,August,33,12,Tuesday
13-08-2025,2025,Q3,8,August,33,13,Wednesday
14-08-2025,2025,Q3,8,August,33,14,Thursday
15-08-2025,2025,Q3,8,August,33,15,Friday
16-08-2025,2025,Q3,8,August,33,16,Saturday
17-08-2025,2025,Q3,8,August,33,17,Sunday
18-08-2025,2025,Q3,8,August,34,18,Monday
19-08-2025,2025,Q3,8,August,34,19,Tuesday
20-08-2025,2025,Q3,8,August,34,20,Wednesday
21-08-2025,2025,Q3,8,August,34,21,Thursday
22-08-2025,2025,Q3,8,August,34,22,Friday
23-08-2025,2025,Q3,8,August,34,23,Saturday
24-08-2025,2025,Q3,8,August,34,24,Sunday
25-08-2025,2025,Q3,8,August,35,25,Monday
26-08-2025,2025,Q3,8,August,35,26,Tuesday
27-08-2025,2025,Q3,8,August,35,27,Wednesday
28-08-2025,2025,Q3,8,August,35,28,Thursday
29-08-2025,2025,Q3,8,August,35,29,Friday
30-08-2025,2025,Q3,8,August,35,30,Saturday
31-08-2025,2025,Q3,8,August,35,31,Sunday
01-09-2025,2025,Q3,9,September,36,1,Monday
02-09-2025,2025,Q3,9,September,36,2,Tuesday
03-09-2025,2025,Q3,9,September,36,3,Wednesday
04-09-2025,2025,Q3,9,September,36,4,Thursday
05-09-2025,2025,Q3,9,September,36,5,Friday
06-09-2025,2025,Q3,9,September,36,6,Saturday
07-09-2025,2025,Q3,9,September,36,7,Sunday
08-09-2025,2025,Q3,9,September,37,8,Monday
09-09-2025,2025,Q3,9,September,37,9,Tuesday
10-09-2025,2025,Q3,9,September,37,10,Wednesday
11-09-2025,2025,Q3,9,September,37,11,Thursday
12-09-2025,2025,Q3,9,September,37,12,Friday
13-09-2025,2025,Q3,9,September,37,13,Saturday
14-09-2025,2025,Q3,9,September,37,14,Sunday
15-09-2025,2025,Q3,9,September,38,15,Monday
16-09-2025,2025,Q3,9,September,38,16,Tuesday
17-09-2025,2025,Q3,9,September,38,17,Wednesday
18-09-2025,2025,Q3,9,September,38,18,Thursday
19-09-2025,2025,Q3,9,September,38,19,Friday
20-09-2025,2025,Q3,9,September,38,20,Saturday
21-09-2025,2025,Q3,9,September,38,21,Sunday
22-09-2025,2025,Q3,9,September,39,22,Monday
23-09-2025,2025,Q3,9,September,39,23,Tuesday
24-09-2025,2025,Q3,9,September,39,24,Wednesday
25-09-2025,2025,Q3,9,September,39,25,Thursday
26-09-2025,2025,Q3,9,September,39,26,Friday
27-09-2025,2025,Q3,9,September,39,27,Saturday
28-09-2025,2025,Q3,9,September,39,28,Sunday
29-09-2025,2025,Q3,9,September,40,29,Monday
30-09-2025,2025,Q3,9,September,40,30,Tuesday
01-10-2025,2025,Q4,10,October,40,1,Wednesday
02-10-2025,2025,Q4,10,October,40,2,Thursday
03-10-2025,2025,Q4,10,October,40,3,Friday
04-10-2025,2025,Q4,10,October,40,4,Saturday
05-10-2025,2025,Q4,10,October,40,5,Sunday
06-10-2025,2025,Q4,10,October,41,6,Monday
07-10-2025,2025,Q4,10,October,41,7,Tuesday
08-10-2025,2025,Q4,10,October,41,8,Wednesday
09-10-2025,2025,Q4,10,October,41,9,Thursday
10-10-2025,2025,Q4,10,October,41,10,Friday
11-10-2025,2025,Q4,10,October,41,11,Saturday
12-10-2025,2025,Q4,10,October,41,12,Sunday
13-10-2025,2025,Q4,10,October,42,13,Monday
14-10-2025,2025,Q4,10,October,42,14,Tuesday
15-10-2025,2025,Q4,10,October,42,15,Wednesday
16-10-2025,2025,Q4,10,October,42,16,Thursday
17-10-2025,2025,Q4,10,October,42,17,Friday
18-10-2025,2025,Q4,10,October,42,18,Saturday
19-10-2025,2025,Q4,10,October,42,19,Sunday
20-10-2025,2025,Q4,10,October,43,20,Monday
21-10-2025,2025,Q4,10,October,43,21,Tuesday
22-10-2025,2025,Q4,10,October,43,22,Wednesday
23-10-2025,2025,Q4,10,October,43,23,Thursday
24-10-2025,2025,Q4,10,October,43,24,Friday
25-10-2025,2025,Q4,10,October,43,25,Saturday
26-10-2025,2025,Q4,10,October,43,26,Sunday
27-10-2025,2025,Q4,10,October,44,27,Monday
28-10-2025,2025,Q4,10,October,44,28,Tuesday
29-10-2025,2025,Q4,10,October,44,29,Wednesday
30-10-2025,2025,Q4,10,October,44,30,Thursday
31-10-2025,2025,Q4,10,October,44,31,Friday
01-11-2025,2025,Q4,11,November,44,1,Saturday
02-11-2025,2025,Q4,11,November,44,2,Sunday
03-11-2025,2025,Q4,11,November,45,3,Monday
04-11-2025,2025,Q4,11,November,45,4,Tuesday
05-11-2025,2025,Q4,11,November,45,5,Wednesday
06-11-2025,2025,Q4,11,November,45,6,Thursday
07-11-2025,2025,Q4,11,November,45,7,Friday
08-11-2025,2025,Q4,11,November,45,8,Saturday
09-11-2025,2025,Q4,11,November,45,9,Sunday
10-11-2025,2025,Q4,11,November,46,10,Monday
11-11-2025,2025,Q4,11,November,46,11,Tuesday
12-11-2025,2025,Q4,11,November,46,12,Wednesday
13-11-2025,2025,Q4,11,November,46,13,Thursday
14-11-2025,2025,Q4,11,November,46,14,Friday
15-11-2025,2025,Q4,11,November,46,15,Saturday
16-11-2025,2025,Q4,11,November,46,16,Sunday
17-11-2025,2025,Q4,11,November,47,17,Monday
18-11-2025,2025,Q4,11,November,47,18,Tuesday
19-11-2025,2025,Q4,11,November,47,19,Wednesday
20-11-2025,2025,Q4,11,November,47,20,Thursday
21-11-2025,2025,Q4,11,November,47,21,Friday
22-11-2025,2025,Q4,11,November,47,22,Saturday
23-11-2025,2025,Q4,11,November,47,23,Sunday
24-11-2025,2025,Q4,11,November,48,24,Monday
25-11-2025,2025,Q4,11,November,48,25,Tuesday
26-11-2025,2025,Q4,11,November,48,26,Wednesday
27-11-2025,2025,Q4,11,November,48,27,Thursday
28-11-2025,2025,Q4,11,November,48,28,Friday
29-11-2025,2025,Q4,11,November,48,29,Saturday
30-11-2025,2025,Q4,11,November,48,30,Sunday
01-12-2025,2025,Q4,12,December,49,1,Monday
02-12-2025,2025,Q4,12,December,49,2,Tuesday
03-12-2025,2025,Q4,12,December,49,3,Wednesday
04-12-2025,2025,Q4,12,December,49,4,Thursday
05-12-2025,2025,Q4,12,December,49,5,Friday
06-12-2025,2025,Q4,12,December,49,6,Saturday
07-12-2025,2025,Q4,12,December,49,7,Sunday
08-12-2025,2025,Q4,12,December,50,8,Monday
09-12-2025,2025,Q4,12,December,50,9,Tuesday
10-12-2025,2025,Q4,12,December,50,10,Wednesday
11-12-2025,2025,Q4,12,December,50,11,Thursday
12-12-2025,2025,Q4,12,December,50,12,Friday
13-12-2025,2025,Q4,12,December,50,13,Saturday
14-12-2025,2025,Q4,12,December,50,14,Sunday
15-12-2025,2025,Q4,12,December,51,15,Monday
16-12-2025,2025,Q4,12,December,51,16,Tuesday
17-12-2025,2025,Q4,12,December,51,17,Wednesday
18-12-2025,2025,Q4,12,December,51,18,Thursday
19-12-2025,2025,Q4,12,December,51,19,Friday
20-12-2025,2025,Q4,12,December,51,20,Saturday
21-12-2025,2025,Q4,12,December,51,21,Sunday
22-12-2025,2025,Q4,12,December,52,22,Monday
23-12-2025,2025,Q4,12,December,52,23,Tuesday
24-12-2025,2025,Q4,12,December,52,24,Wednesday
25-12-2025,2025,Q4,12,December,52,25,Thursday
26-12-2025,2025,Q4,12,December,52,26,Friday
27-12-2025,2025,Q4,12,December,52,27,Saturday
28-12-2025,2025,Q4,12,December,52,28,Sunday
29-12-2025,2025,Q4,12,December,53,29,Monday
30-12-2025,2025,Q4,12,December,53,30,Tuesday
31-12-2025,2025,Q4,12,December,53,31,Wednesday
